Column 1,Column 2
1,97.75.162.34,2018-11-27 21:34:18.730000,https://www.virustotal.com/url/b3341655f2322bba793943b8392708a68669cce3db2490636cfa81e0755cfd6b/analysis/1543372294/,False,0/66,"[2000, 53, 1723, 80, 22]",https://www.abuseipdb.com/check/97.75.162.34,,,True,True,,False,True
2,95.87.14.47,2018-11-27 21:35:11.228000,https://www.virustotal.com/url/e802d2aefb0d20ebc8e81c8eec09d1f96daa65259a0aa084e76bea7cf65f6205/analysis/1490936604/,False,0/64,"[80, 8001, 1723, 2000, 22]",https://www.abuseipdb.com/check/95.87.14.47,"DDos Attack,Web App Attack,",38,True,True,,False,True
3,95.84.168.111,2018-11-27 21:36:03.870000,,,/,"[53, 2000, 22]",https://www.abuseipdb.com/check/95.84.168.111,"Email Spam,",4,True,True,,False,True
4,95.80.254.119,2018-11-27 21:36:56.428000,https://www.virustotal.com/url/ef3cf9326e1d215ce90271753c1504aaea15d5a0b4b547c8ae62b3b8b65d9051/analysis/1528156882/,False,0/67,"[80, 2000]",https://www.abuseipdb.com/check/95.80.254.119,"DDos Attack,Web App Attack,",24,True,True,,False,True
5,95.79.233.197,2018-11-27 21:37:48.815000,,,/,None,https://www.abuseipdb.com/check/95.79.233.197,,,True,True,,False,True
6,95.222.116.14,2018-11-27 21:38:40.983000,,,/,None,https://www.abuseipdb.com/check/95.222.116.14,,N/A,False,False,,False,False
7,95.218.253.122,2018-11-27 21:39:34.974000,,,/,[7547],https://www.abuseipdb.com/check/95.218.253.122,,N/A,False,False,,False,False
8,95.215.159.82,2018-11-27 21:40:27.772000,,,/,"[8080, 37777, 2000]",https://www.abuseipdb.com/check/95.215.159.82,,,True,True,,False,True
9,95.189.112.214,2018-11-27 21:41:20.335000,,,/,"[53, 2000, 25]",https://www.abuseipdb.com/check/95.189.112.214,"DDos Attack,Web App Attack,",25,True,True,,False,True
10,95.170.202.194,2018-11-27 21:42:12.717000,https://www.virustotal.com/url/9d39589a7dfe2bcec8c0f76ea808d84ab43df97c7b2b0cd221a95281ddefb207/analysis/1473038829/,False,0/68,"[21, 2000, 1723, 53, 80]",https://www.abuseipdb.com/check/95.170.202.194,"Email Spam,Brute-Force,",44,True,True,,False,True
11,95.167.123.54,2018-11-27 21:43:05.419000,,,/,"[2000, 22]",https://www.abuseipdb.com/check/95.167.123.54,"DDos Attack,Web App Attack,",33,True,True,,False,True
12,95.165.182.18,2018-11-27 21:43:57.999000,,,/,"[53, 2000]",https://www.abuseipdb.com/check/95.165.182.18,"DDos Attack,Web App Attack,",27,True,True,,False,True
13,95.156.95.158,2018-11-27 21:44:51.713000,,,/,"[53, 2000, 80]",https://www.abuseipdb.com/check/95.156.95.158,,,True,True,,False,True
14,95.130.35.88,2018-11-27 21:45:44.173000,,,/,"[554, 2000, 1723, 53, 80, 88, 5800]",https://www.abuseipdb.com/check/95.130.35.88,,,True,True,,False,True
15,95.128.142.106,2018-11-27 21:46:36.713000,,,/,"[443, 1723, 53, 2000, 8080]",https://www.abuseipdb.com/check/95.128.142.106,"DDos Attack,Web App Attack,",31,True,True,,False,True
16,95.105.252.74,2018-11-27 21:47:29.878000,https://www.virustotal.com/url/fb659edb6e31ddf2152a94c5b24213ebfb0f9956279c730a2271bc9d0eed6f03/analysis/1526886004/,False,0/67,"[82, 443, 1723, 22, 500]",https://www.abuseipdb.com/check/95.105.252.74,"Web App Attack,",53,True,True,,False,True
17,94.69.86.231,2018-11-27 21:48:22.182000,,,/,None,https://www.abuseipdb.com/check/94.69.86.231,,N/A,False,False,,False,False
18,94.52.178.196,2018-11-27 21:49:14.411000,,,/,None,https://www.abuseipdb.com/check/94.52.178.196,,N/A,False,True,,False,True
19,94.46.176.210,2018-11-27 21:50:08.462000,https://www.virustotal.com/url/c04ae8aeb31b27c1f329ec507130d7ace4c0d48ffe9c9d47ce992209c5ee14a1/analysis/1487177520/,False,0/64,"[8080, 443, 80, 2083, 25, 587, 2087, 465, 110, 3306, 22, 2082, 9443, 143, 53, 2086]",https://www.abuseipdb.com/check/94.46.176.210,"DDos Attack,Web App Attack,",20,True,True,,False,True
20,94.253.8.118,2018-11-27 21:51:02.095000,https://www.virustotal.com/url/9aaab11d4f59a760db39c110e3627fd27245c7317347daac2bcafbad7c133e12/analysis/1524779554/,False,0/67,"[21, 22, 3306, 5222, 587, 27015, 80, 993, 443, 143, 110, 995]",https://www.abuseipdb.com/check/94.253.8.118,"Web App Attack,",74,True,True,,False,True
21,94.244.56.190,2018-11-27 21:51:54.480000,https://www.virustotal.com/url/1b009f0bf5f2300f7b53100eaff2e643bdd2c7c52c2195f2c7d6cea8a73ff56d/analysis/1541910335/,True,1/70,"[22, 21]",https://www.abuseipdb.com/check/94.244.56.190,"Brute-Force,",83,True,True,,False,True
22,94.232.57.231,2018-11-27 21:52:48.301000,,,/,"[53, 2000]",https://www.abuseipdb.com/check/94.232.57.231,"Hacking,",52,True,True,,False,True
23,94.231.182.66,2018-11-27 21:53:40.534000,https://www.virustotal.com/url/7a1d978a28d3c24baabbbf71a6248aaa1d33b1e8019e866be01dab8ea7d3904f/analysis/1489403544/,False,0/64,"[37777, 81, 53, 2222, 2000]",https://www.abuseipdb.com/check/94.231.182.66,,,True,True,,False,True
24,94.23.46.129,2018-11-27 21:54:33.567000,,,/,"[993, 443, 2087, 53, 2083, 21, 587, 2082, 80, 110, 2086, 143, 465]",https://www.abuseipdb.com/check/94.23.46.129,"DDos Attack,Web App Attack,",18,True,True,,False,True
25,94.23.250.16,2018-11-27 21:55:28.315000,https://www.virustotal.com/url/d49f41d276a3c67411f68dee1be02f9609fdff784c52e8d36cf761bba3fd86ec/analysis/1537154651/,False,0/67,"[443, 143, 2082, 993, 21, 465, 2086, 995, 2087, 110, 587, 53, 2083, 80]",https://www.abuseipdb.com/check/94.23.250.16,"DDos Attack,Web App Attack,",27,True,True,,False,True
26,94.23.156.20,2018-11-27 21:56:20.842000,https://www.virustotal.com/url/b5f452df8907c51cb52116dc260ff2d20ac5872ae15c862d6f2eb175c5c5fb04/analysis/1538438827/,False,0/67,"[5985, 137, 3389]",https://www.abuseipdb.com/check/94.23.156.20,"Web Spam,",100,True,True,,False,True
27,94.181.46.207,2018-11-27 21:57:21.787000,,,/,"[53, 2000]",https://www.abuseipdb.com/check/94.181.46.207,,N/A,False,True,,False,True
28,94.130.92.60,2018-11-27 21:58:15.100000,https://www.virustotal.com/url/6af610aa8b95e752e4746754749af85c88c00c459b144661173b344e7fbfa3c8/analysis/1527872504/,False,0/67,"[3128, 443, 80, 22]",https://www.abuseipdb.com/check/94.130.92.60,"DDos Attack,Web App Attack,",39,True,True,,False,True
29,94.100.61.89,2018-11-27 21:59:07.313000,,,/,None,https://www.abuseipdb.com/check/94.100.61.89,,N/A,False,False,,False,False
30,93.61.73.115,2018-11-27 21:59:59.895000,https://www.virustotal.com/url/6a3dde6b8746ecc075a7c9cf38059f85b0a4b6ec479633a779fe8b458acbdd67/analysis/1427364343/,False,0/62,"[80, 22, 23, 53]",https://www.abuseipdb.com/check/93.61.73.115,"Web App Attack,",53,True,True,,False,True
31,93.42.199.78,2018-11-27 22:00:52.437000,https://www.virustotal.com/url/d952c0bcd74bbb91d71847d3947ffd58453feb17f5d12c1cc36a4a60727ad48f/analysis/1494356577/,False,0/64,"[137, 69, 80, 873, 515, 445, 443]",https://www.abuseipdb.com/check/93.42.199.78,"Web App Attack,",52,True,True,,False,True
32,178.137.87.242,2018-11-27 22:01:46.974000,https://www.virustotal.com/url/994f95074ca359f54254720acd0ed584c752cd7c0b27aab323c133df01ca676b/analysis/1543285414/,False,0/66,None,https://www.abuseipdb.com/check/178.137.87.242,,N/A,False,False,,False,False
33,46.148.22.18,2018-11-27 22:02:39.876000,https://www.virustotal.com/url/31350edf72846f7de2075b7612fedaf21139448a5e268fe975b1d06503c35e9b/analysis/1543285509/,False,0/66,None,https://www.abuseipdb.com/check/46.148.22.18,,N/A,False,True,,False,True
34,201.18.18.173,2018-11-27 22:03:32.062000,https://www.virustotal.com/url/8295291c72f0c59e09632de44c5e98920716dfcebd7e3d5fd866646697a8a1fa/analysis/1543285537/,True,1/66,None,https://www.abuseipdb.com/check/201.18.18.173,,N/A,False,False,,False,True
35,46.148.18.162,2018-11-27 22:04:24.423000,https://www.virustotal.com/url/c26d5dcd47ce5ec03253c5d1c67b7aa665a6798525fa6687882a40ada128198e/analysis/1543285564/,False,0/66,[80],https://www.abuseipdb.com/check/46.148.18.162,,N/A,False,True,,False,True
36,37.187.129.166,2018-11-27 22:05:18.695000,https://www.virustotal.com/url/11f4f504b195a8ec22d3f5ff807428e3e0b9c283339a6cd664a560f2c1dc9e94/analysis/1543285592/,True,1/66,None,https://www.abuseipdb.com/check/37.187.129.166,"Web Spam,",100,True,True,,False,True
37,91.200.12.91,2018-11-27 22:06:11.604000,https://www.virustotal.com/url/3c72d7398ff25442a42163e908c6451391bd89ef02d4459f5f01a5705469e6b4/analysis/1527059495/,True,1/67,None,https://www.abuseipdb.com/check/91.200.12.91,,N/A,False,True,,False,True
38,89.234.157.254,2018-11-27 22:07:04.264000,https://www.virustotal.com/url/9623a79a3ea14345c9baee843af98fdf6194189b880affe56682cde3a4501005/analysis/1543285647/,True,1/66,"[443, 9001, 80]",https://www.abuseipdb.com/check/89.234.157.254,"Brute-Force,SSH,",100,True,True,,False,True
39,195.154.241.166,2018-11-27 22:07:59.220000,https://www.virustotal.com/url/4f60ac8153a18dbe151bdc770f51d3fa42ecdc83413f63680af0a7680ccca99f/analysis/1543285681/,False,0/66,"[80, 123, 443]",https://www.abuseipdb.com/check/195.154.241.166,,N/A,False,False,,False,False
40,176.126.252.12,2018-11-27 22:08:51.405000,https://www.virustotal.com/url/9385ac7971e7e50aebf8301d9a9c1963074469c905762e21a17f125075270425/analysis/1543285708/,True,1/66,None,https://www.abuseipdb.com/check/176.126.252.12,,,True,True,,False,True
41,77.247.181.165,2018-11-27 22:09:44.098000,https://www.virustotal.com/url/9258eaa6cf65000f3de8cecd6a8777596430e91022d4cfcd9dc602860a8b86ad/analysis/1543294966/,False,0/66,"[123, 443, 25, 80]",https://www.abuseipdb.com/check/77.247.181.165,"Brute-Force,SSH,",100,True,True,,False,True
42,213.251.182.110,2018-11-27 22:10:36.496000,https://www.virustotal.com/url/697394f42f63a1a734ec2b65a8bd02ae57d2f36064a5feac86b821c9f15b8bcb/analysis/1543285763/,False,0/66,None,https://www.abuseipdb.com/check/213.251.182.110,"SQL Injection,Web App Attack,",80,True,True,,False,True
